章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT003,Q0010,第三章,定期積金について、誤っているものは次のうちどれですか。,給付契約金は、積金者が払い込んだ掛金総額に、その利子に相当する給付補てん金を加算した額である。,掛金が先払いされたときであっても、先払割引金を給付契約金に上乗せして支払うことはできない。,定期積金の掛金の払込は、給付契約金の支払を受けるための条件であるが、積金者の義務ではないと解されている。,掛金の払込が遅延した時は、満期日を繰り延べることができる。,銀行がやむをえない事情があると認めたときは、満期日前でも定期積金契約を解約することができる。,2,掛金が先払いされたときであっても、先払割引金を給付契約金に上乗せして支払うことはできない。,定期積金は、一定の期間、あらかじめ定められた額の金銭(掛金)を定期的に払い込むことを条件に、銀行が満期日に一定の給付契約金を払込者に支払う金融商品で、経済的には積立定期預金に類似する。給付契約金と掛金総額との差額を給付補てん金という。言い換えれば、給付契約金は、掛金総額と給付補てん金の合計額である。したがって、(1)は正しい。#定期積金の掛金が先払されたときは、その日数が一定日以上のときは、先払割引金を所定の利回りに準じて満期日に計算して、それを上乗せして支払う(定期積金規定6条)。したがって、(2)は誤りであり、これが本問の正解である。#定期積金の掛金の払込は、給付契約金の支払を受けるための条件であって、それは積金者の義務ではないと解されている。したがって、(3)は正しい。#定期積金の払込が遅延した時は、満期日を遅延期間に相当する期間に応じて繰り延べるか、または遅延利息の支払を受けると約定されている(定期積金規定4条)。したがって、(4)は正しい。#積金者が満期前に定期積金の解約の申出をした場合、銀行がやむをえない事情があると認めたときは、定期積金契約を解約することができる(定期積金規定5条2項2号)。したがって、(5)は正しい。
SECT003,Q0020,第三章,銀行が行う保護預りについて、正しいものは次のうちどれですか。,銀行は、内容物を紛失するおそれがあるため、開封保護預りを行うことはできない。,封緘保護預りの法定期性質は、内容物の保管事務に関しての委任契約と解されている。,保護預り物について、第三者から差押えがあったとしても、その事実を保護預り依頼人に通知する義務はない。,保護預り物の損害について、銀行に過失があっても銀行は責任を負わない旨の特約を結んでいる。,開封保護預りの法的性質は、有償の寄託契約であると解されている。,5,開封保護預りの法的性質は、有償の寄託契約であると解されている。,銀行は、預金・定期積金等、貸付・手形割引、為替といった業務のほか、付随業務の1つとして、「有価証券、貴金属その他の物品の保護預り」業務を営むことができる(銀行法10条2項10号)。開封保護預りも、その保護預りの一形態である。したがって、(1)は誤りである。#取引先によって封緘された目的物を、銀行がその内容を知ることなく預かる保護預りを封緘保護預りという。その法的性質は、有償の寄託契約であると解されている。したがって、(2)は誤りである。#保護預り物について、第三者から差押えがあったときは、受寄者たる銀行は、遅滞なくその事実を寄託者たる保護預り依頼人に通知しなければならない(民法660条)。したがって、(3)は誤りである。#保護預り物の損害に関しては、災害、事変その他の不可抗力の事由が発生し、または銀行の責めによらない事由による保管施設の故障等が発生したことによる保護預り品の内容物が紛失、減失、き損、変質等については、銀行は責任を負わない旨の特約がある(保護預り規定(封緘預り通帳式)8条2項、保護預り規定(披封預り通帳式)8条2項)。銀行に過失がある場合においても、銀行は責任を負わないとまでは特約されていない。したがって、(4)は誤りである。#開封保護預りの法的性質は、封緘保護預りと同様、有償の寄託契約であると解されている。したがって、(5)は正しく、これが本問の正解である。
SECT003,Q0030,第三章,Aが死亡した場合に、法定相続人となるものは、次のうちどれですか。,Aの妻の連れ子,相続開始後に生まれたAの妻との間の子,AにこがいるときのAの父母,Aに子がいないときのAの父母,Aの内縁の妻,2,相続開始後に生まれたAの妻との間の子,被相続人の子は相続人となる(民法887条1項)。ここでいう子は、実子(嫡出子、非嫡出子)であると養子(普通養子、特別養子)であるとを問わない。配偶者の連れ子は、実子でないし、養子でもないので、ここでいう子ではない。したがって、(1)の「Aの妻の連れ子」は、Aと養子縁組でもしないかぎり、法定相続人とはならない。#胎児については、生存して生まれることを条件に、実子として法定相続人となる(民法886条)。したがって、(2)が本問の正解である。#被相続人の直系尊属は、子およびその代襲者がいない場合に、はじめて相続人となる(民法889条1項)。したがって、(3)は法定相続人とならない。#被相続人の直系尊属は、子およびその代襲者がいない場合に相続人となることがあるが、配偶者の尊属が相続人となることはない。したがって、(4)は、法定相続人とならない。#被相続人の配偶者は、法定相続人となるが、ここでいう配偶者とは、婚姻届を提出した法律上の配偶者で、内縁の妻はこれに該当しない。したがって、(5)は、法定相続人とならない。
SECT003,Q0040,第三章,金銭消費貸借の利息(利率)について、誤っているものは次のうちどれですか。,利息制限法によれば、元本が100万円以上の場合、利率が年15％を超えるときはその超過分が無効となる。,民法によれば、利息の支払が1年以上延滞した場合、債権者が催告をしても支払わないときは、利息を元本に組み入れることができる。,民法上の金銭債権について、利息支払の約定はあるが利率の定めがない場合、その利率は年5％である。,商行為によって生じた債務に関しては、法定利率は年6%である。,証書足付に関して、債権者の受ける元本以外の手数料や調査料等の金銭は、利息制限法の適用を受ける利息とはみなされない。,5,証書足付に関して、債権者の受ける元本以外の手数料や調査料等の金銭は、利息制限法の適用を受ける利息とはみなされない。,利息制限法によれば、金銭を目的とする消費貸借上の利息の契約は、その利息が、100万円以上の場合において年1割5分により計算した金額を超えるときは、その超過部分につき無効とするとされている(同法1条1項)。したがって、(1)は正しい。#民法によれば、利息の支払が1年以上延滞した場合において、債権者が催告しても、債務者がその利息を支払わないときは、債権者は、これを元本に組み入れることができるとされている(同法405条)。したがって、(2)は正しい。#民法によれば、利息を生ずべき債権について別段の意思表示がないときは、その利率は、年5分とするとされている(同法404条)。したがって、(3)は正しい。#商法によれば、商行為によって生じた債務に関しては。法定利率は、年6分とするとされている(同法514条)。したがって、(4)は正しい。#金銭を目的とする消費貸借に関し債権者の受ける元本以外の金銭は、礼金、割引金、手数料、調査料その他何らの名義をもってするを問わず、利息とみなすとされている(利息制限法3条)。したがって、(5)は誤りであり、これが本問の正解である。
SECT003,Q0050,第三章,株式会社の商業登記における登記事項にないものは、次のうちどれですか。,目的,商号,本店及び支店の所在場所,資本金の額,従業員の数,5,従業員の数,株式会社の目的、商号、本店及び支店の所在場所、ならびに資本金の額は、いずれも商業登記における登記事項である(会社法911条3項1号・2号・3号・5号)。これに対して、従業員の数は、商業登記における登記事項とされていない。したがって、(5)本問の正解である。
SECT003,Q0060,第三章,普通預金規定について、、正しいものは次のうちどれですか。,銀行は、受け入れた手形・小切手の白地を補充する義務を負っている。,振込通知の発信金融機関から重複発信等の誤発信による取消通知があった場合には、預金者の承諾がなくても、振込金の入金記帳を取り消すことができる。,銀行は、受け入れた手形・小切手が不渡りとなった場合には、権利保全の手続をしなければならない。,同日に数件の支払をする場合に、その総額が預金残高を超えるときは、金額の小さいものから支払わなければならない。,手形・小切手を受け入れるときは、複記のいかんにかかわらず、文字をもって記載した金額によって取り扱う。,2,振込通知の発信金融機関から重複発信等の誤発信による取消通知があった場合には、預金者の承諾がなくても、振込金の入金記帳を取り消すことができる。,手形・小切手要件の白地は、あらかじめ預金者が補充することとなっており、銀行は白地を補充する義務を負わない(普通預金規定2条2項)。したがって、(1)は誤りである。#普通預金口座への振込について、振込通知の発信金融機関から重複発信等の誤発信による取消通知があった場合には、銀行は預金者の同意がなくても振込金の入金記帳を取り消すことができる(普通預金規定3条2項)。したがって、(2)は正しく、これが本問の正解である。#銀行は、普通預金口座に受け入れた証券類が不渡りとなった場合には、あらかじめ書面による依頼を受けたものにかぎり、権利保全の手続をする(普通預金規定4条3項)。したがって、(3)は誤りである。#同日に数件の支払をする場合に、その総額が預金残高を超えるときは、そのいずれを支払うかは銀行が任意に決めることができる(普通預金規定5条3項)。したがって、(4)は誤りである。#手形・小切手を受け入れる場合には、複記のいかんにかかわらず、所定の金額欄記載の金額によって取り扱う(普通預金規定2条4項)。したがって、(5)は誤りである。
SECT003,Q0070,第三章,金融機関等による顧客等の本人確認等及び預金口座等の不正な利用の防止に関する法律(本人確認法)による本人確認の方法について、正しいものは次のうちどれですか。,印鑑登録証明書により本人確認を行う場合には、実印を取引に使用しないときでも、その呈示を受ける方法による。,公的書類による本人確認に代えて、渉外担当者が顧客の自宅を訪問して本人確認を行う方法も認められている。,本人確認書類上の住居が現在のものと相違している場合には、公共料金の領収書等所定の補足書類により現在の住居を確認することができる。,住民票の写しにより本人確認を行う場合には、その提示を受ける方法による。,上場企業発行の社員証(写真付)により本人確認を行う場合には、その提示を受ける方法による。,3,本人確認書類上の住居が現在のものと相違している場合には、公共料金の領収書等所定の補足書類により現在の住居を確認することができる。,本人確認書類が印鑑登録証明書である場合、実印を取引印として使用するときには、その提示を受けることにより本人確認を行うが、取引印として使用しないときには、その提示を受けることに加え、印鑑登録証明書に記載された顧客の住所にあてて、キャッシュカード等を書留郵便等によって転送不要郵便物等として郵送し、郵便物が返送されないことにより本人確認を行う(本人確認法施行規則3条1項1号ロ)、したがって、(1)は誤りである。#従来の全銀協ガイドラインでは、「書類等による確認」のほか「面議あり」という確認方法も認められていたが、本人確認においては、すべて公的証明書によって本人確認を行うこととされている(同施行規則3条)。したがって、(2)は誤りである。#本人確認書類に記載されている住居が現在のものでない場合には、公共料金等の領収書等(領収日付の押印のあるもので、その日が提示または送付を受ける日前6ヵ月以内のものに限る)の提示を受けて、現在の住居を確認することとなる(本人確認法施行規則3条2項)。したがって、(3)は正しく、これが本問の正解である。#本人確認書類が住民票など第三者も入手できる公的証明書である場合にはその提示を受けることに加え、その証明書に記載された顧客等の住所にあてて、キャッシュカード等を書留郵便等によって転送不要郵便物等として郵送し、郵便物が返送されないことにより本人確認を行う(本人確認法施行規則3条1項1号ロ)。したがって、(4)は誤りである。#本人確認書類は、官公庁等が発行した公的書類に限定されており(本人確認法施行規則4条)、上場企業が発行した写真付の社員証であっても本人確認書類とは認められない。したがって、(5)は誤りである。
SECT003,Q0080,第三章,預金の残高証明書の発行について、正しいものは次のうちどれですか。,営業時間中に当日付の残高証明書の発行依頼を受けた場合には、その時点の残高で証明書を発行しなければならない。,預金者の委任を受けた税理士から残高証明書の発行依頼があっても、これに応じることはできない。,実際の預金残高より多い金額で残高証明書を発行した場合には、銀行は証明書記載の金額で預金債務を負担することとなる。,預金者の配偶者から残高証明書の発行依頼を受けた場合には、これに応じて差し支えない。,死亡した預金者の相続人の1人から残高証明書の発行依頼があった場合には、これに応じて差し支えない。,5,死亡した預金者の相続人の1人から残高証明書の発行依頼があった場合には、これに応じて差し支えない。,営業開始時点での残高証明書を発行した場合、その後に入出金があれば、証明日の最終残高と一致しないことになるため、残高証明書は証明日の最終残高を証明するという取扱いが通例である。したがって、(1)は誤りである。#銀行は、取引先を通じて知った取引先の秘密を正当な理由なく他に漏らしてはならないという秘密保持義務を負っているが、預金者本人が委任を行い、残高証明書の発行依頼の代理権を与えた税理士からの発行依頼に応じることは許される。これに対し、たんに預金者の配偶者であるということだけでは預金者を代理する正当な権限は認められないので、これに応じることはできない。したがって、(2)、(4)は誤りである。#残高証明書の発行は、銀行の認識している残高金額という一定の事実を表示するものにすぎないので、実際の預金残高より多い金額を残高証明書に記載してしまった場合でも、銀行が証明書記載の金額で預金債務を負担するということにはならない。したがって、(3)は誤りである。#共同相続人の1人から残高証明書の発行依頼があった場合には、依頼人が相続人の1人であることが確認できれば、それに応じても差し支えない。判例の当然分割承継説を前提としても、相続人としては遺産全体を知らなければ自己の正当な金利の範囲を確認できないし、むしろそれを調査するのは各相続人の権利であると考えられるからである(民法915条2項参照)。したがって、(5)は正しく、これが本問の正解である。
SECT003,Q0090,第三章,無権限者による普通預金の払戻しについて、正しいものは次のうちどれですか。,総合口座の貸越による払戻しとなる場合には、民法の債権の準占有者に対する弁済の規定は類推適用されない。,男性名義の預金を女性に払い戻した場合には、銀行は免責されない。,相当の注意をもって印鑑照合を行った場合でも、払戻請求者に不審な事情があった場合には、銀行は免責されない。,払戻請求者の筆跡が印鑑票の筆跡と異なることを知りながら払戻しに応じた場合には、銀行は免責されない。,無通帳扱いで便宜払いした場合でも、銀行は預金既定の免責約款によって免責される。,3,相当の注意をもって印鑑照合を行った場合でも、払戻請求者に不審な事情があった場合には、銀行は免責されない。,無権限者に対して総合口座貸越による普通預金の払戻しを行った場合でも、貸越時に普通預金の払戻しとおおむね同程度の注意を払っていれば銀行に過失はないので、銀行は債権の準占有者に対する弁済の規定(民法478条)の累進適用により免責される(最判昭和63・10・13)、したがって、(1)は誤りである。#女性が男性名義の普通預金通帳と印鑑を持参して預金の払戻請求をすることは日常的に行われているので、銀行の係員が払戻請求者の権限に疑念を抱かないで払戻請求に応じても、それだけで銀行に過失があるとは認められず、銀行は免責されると解されている(最判昭和42・4・15)。したがって、(2)は誤りである。#普通預金通帳には、銀行が相当の注意をもって印鑑照合をし、相違ないものと認めて払戻しをした場合には免責される胸の特約が記載されており(普通預金規定8条)、このような免責約款が有効であることは、古くから判例によって認められている(大判明治41・11・2)。しかし、免責約款は、通常の払戻しの場合には、とくに怪しむべき事情がないかぎり印鑑照合をすればよいということを定めたものであって、銀行が本来尽くすべき注意義務の程度を軽減するものではないと解されている(最判昭和46・6・10)。そのため、払戻請求者が正当な受領権限を有しないことを疑わせる特段の事情があるときは、印鑑照合以外の面においても、正当な受領権限の確認手続きにおける注意義務が加重されることになるので、これを怠って払戻請求に応じた場合には、銀行は免責されない。したがって、(3)は正しく、これが本問の正解である。#預金の払戻請求は、家族・従業員など預金者本人の代理人ないし使者によってなされることも日常的にみられるので、筆跡の照合のみで払戻請求書の筆跡と届出署名の筆跡を照合しなかった場合でも、払戻請求者が正当な権限者でないと疑うべき特段の事情がある場合を除き、銀行に過失があるとは認められないので、銀行は免責される(名古屋地判平成4・3・18)。したがって、(4)は誤りである。#普通預金規定には、「預金の払戻しは通帳と届出印による払戻請求書によって行い(5条1項)、払戻請求所に押捺された印影を届出印と相当の注意をもって照合し、相違ないものと認めて払戻しをしたときは、銀行は責任を負わない(8条)」旨の免責約款がおかれているが、この免責約款は、預金の払戻しが正規の手続で行われたことを前提としているので、無記帳による便宜払いの場合には、免責約款が適用される余地はない。したがって、(5)は誤りである。
SECT003,Q0100,第三章,偽造カード等及び盗難カード等を用いて行われる不正な機械式預貯金払戻し等からの預貯金者の保護等に関する法律(偽造・盗難カード預貯金者保護法)について、正しいものは次のうちどれですか。,盗難カードを用いて行われた払戻しによる損害の補てんは、払戻しが無効である場合にかぎり行われる。,偽造カードによる払戻しについては、民法の債権の準占有者に対する弁済の規定は適用されない。,盗難カードを用いて行われた払戻しによる損害の補てんは、預金者に過失があれば損害額の50％となる。,偽造カードによる払戻しについて預金者に重大な過失がある場合には、銀行に過失があっても、銀行は免責される。,盗難カードを用いて行われた払戻しによる損害の補てん請求は、カードを盗取された日から5年以内に行わなければならない。,2,偽造カードによる払戻しについては、民法の債権の準占有者に対する弁済の規定は適用されない。,盗難カードの場合における補てん請求権は、本来の預金債権とは別個の請求権であるため、補てんは払戻しが預金の弁済として有効か無効かにかかわりなく行われる。したがって、(1)は誤りである。#偽造カードを用いて行われた払戻しの効力については、債権の準占有者に対する弁済の規定(民法478条)の適用が排除されている(偽造・盗難カード預貯金者保護法3条)。預金者としては、カードによる払戻しであることのみを立証すれば足り、その場合、銀行は真正なカードによる払戻しであることを立証できないかぎり、民法478条の適用を受けることができない。したがって、(2)は正しく、これが本問の正解である。#盗難カードを用いて行われた払戻しによる損害については、預金者が偽造・盗難カード預貯金者保護法5条1項所定の要件をいずれも満たす場合には、預金者に過失(重大な過失を除く)があっても、本来の補てん対象額の4分の3は補てんされることとなる(偽造・盗難カード預貯金者保護法5条2項ただし書)。したがって、(3)は誤りである。#偽造カードを用いて行われた払戻しは、払戻しが預金者の故意により行われたものである場合、または払戻しについて銀行が善意・無過失で、かつ、預金者に重大な過失があった場合にはその効力を有するが(偽造・盗難カード預貯金者保護法4条)、預金者に重大な過失があっても、銀行に過失がある場合には、銀行が行った預金の払戻しはその効力を否定され、銀行は免責されない。したがって、(4)は誤りである。#盗難カードを用いて行われた不正な払戻しによって発生した損害の補てん請求期間は、盗取が行われた日から2年間に限定される(偽造・盗難カード預貯金者保護法7条)。したがって、(5)は誤りである。
