章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT004,Q0010,第四章,根抵当権の元本の確定について、正しいものは次のうちどれですか。,確定後の根抵当権は、確定時に現存する元本とその後に発生する2年分の利息・損害金についてのみ担保することになる。,根抵当権設定者は、確定後に根抵当権の極度額を減額請求することはできない。,協同根抵当権については、1つの不動産について確定事由が生じた場合には、他の不動産上の根抵当権も当然に確定する。,根抵当権者は、根抵当権の設定の時から3年を経過なければ、元本の確定を請求することができない。,債務者が根抵当権の被担保債権を全額弁済すると、根抵当権は確定する。,3,協同根抵当権については、1つの不動産について確定事由が生じた場合には、他の不動産上の根抵当権も当然に確定する。,根抵当権の担保すべき元本が確定した場合には、その後に発生する元本債権はもはやその根抵当権によって担保されなくなるが、利息・損害金については確定後に生ずるものであっても、極度額の限度内であれば、その根抵当権によって担保され、最後の2年分という制限は受けない(民法378条参照)。したがって、(1)は誤りである。#根抵当権設定者の保護を図るため、根抵当権の確定後においては、根抵当権設定者は、根抵当権者に対する一方的な請求により、極度限度額を現存債務額と以後2年間に生ずべき利息・損害金とを加えた額に減額請求することができることとしている(民法398条の21)。したがって、(2)は誤りである。#共同根抵当権の担保すべき元本は、1つの不動産についてのみ確定すべき事由が生じた場合(民法398条の20第1項3号参照)でも、一体として確定する(民法398条の17第2項)。したがって、(3)は正しく、これが本問の正解である。#根抵当権設定者は、根抵当権の設定の時から3年を経過しないと、根抵当権の元本の確定請求を行うことができないが、根抵当権者はいつでもこれを行うことができる(民法398条の19第1項・2項)。したがって、(4)は誤りである。#従前は、「担保スベキ債権ノ範囲ノ変更、取引ノ終了其他ノ事由ニ因リ担保スベキ元本ノ生ゼザルコトト為リタルトキ」は、根抵当権は確定するとされていたので(改正前民法398条ノ20第1項1号)、元本債権が生じない状態が続いたような場合には、それが「取引ノ終了」にあたるかどうかということが問題となった。しかし、平成15年の民法の一部改正により、改正前民法398条ノ20第1項1号の規定は削除され、取引の終了その他の事由により元本が生じないこととなっても、根抵当権の元本は確定しないこととされたので、債務者が根抵当権の被担保債権を全額弁済しても根抵当権の確定が問題となることはない。したがって、(5)は誤りである。
SECT004,Q0020,第四章,売掛金債権の譲渡担保について、誤っているものは次のうちどれですか。,譲渡人から債務者への通知または債務者の承諾があれば、上受忍は債務者に対して売掛金債権の譲渡を対抗することができる。,売掛金債権に譲渡禁止の特約がある場合には、その特約を解除しても羅わないと、原則として担保取得することができない。,譲渡人が債務者に対して譲渡通知をすると、債務者は、それまでに譲渡人に対して有していた抗弁を譲受人に主張することができなくなる。,将来発生する売掛金債権も、譲渡担保の目的とすることができる。,法人の有する売掛金債権の譲渡は、債権譲渡登記ファイルに登記することにより、当該債権の債務者以外の第三者に対する対抗要件を具備することができる。,3,譲渡人が債務者に対して譲渡通知をすると、債務者は、それまでに譲渡人に対して有していた抗弁を譲受人に主張することができなくなる。,指名債権の譲渡は、債務者への通知または債務者の承諾をもって、債務者その他の第三者に対する対抗要件としているので(民法467条1項)、譲渡人から債務者への通知または債務者への承諾があれば、譲渡人は債務者に対して、売掛金債権の譲渡を対抗することができる。したがって、(1)は正しい。#譲渡禁止の特約に違反して債権譲渡がなされた場合には、債権譲渡の効力そのものが生じないと解されているので(民法466条2項)、譲渡禁止の特約がある売掛金債権を譲渡担保として取得する場合には、その特約を解除してもらう必要がある。したがって、(2)は正しい。#債務者が異議をとどめないで債権譲渡を承諾した場合には、譲渡人に対抗することができた事由があっても、これも持って譲受人に対抗することができなくなるが、譲渡人が譲渡の通知をしたにとどまるときは、債務者は、その通知を受けるまでに譲渡人に対して生じた事由をもって譲受人に対抗することができる(民法468条)。したがって、(3)は誤りであり、これが本問の正解である。#将来発生すべき債権であっても、債権の可能性を要件とせず、期間の始期と終期を明確にするなどして債権が特定されているかぎり、有効に譲渡することができると解されている(最判昭和53・12・15、最判平成11・1・29)。したがって、(4)は正しい。#法人が有する指名債権(金銭債権)を譲渡した場合には、債権譲渡登記ファイルに債権譲渡登記をすることによって、債務者以外の第三者に対する対抗要件を具備することができる(動産および債権の譲渡の対抗要件に関する民法の特例等に関する法律4条1項)。したがって、(5)は正しい。
SECT004,Q0030,第四章,債務者の意思に反して第三者弁済をすることができない者は、次のうちどれですか。,連帯保証人,債務者の配偶者,抵当不動産の第三取得者,物上保証人,後順位抵当権者,2,債務者の配偶者,債務の弁済は第三者でも行うことができるのは原則であるが、利害関係のない第三者は債務者の意思に反して弁済することはできない(民法474条)。利害関係のある第三者とは、抵当不動産の第三取得者、物上保証人、後順位抵当権者などのように、債務の弁済につき法律上の利害関係を有する者のことをいい(最判昭和39・4・21)、債務者の配偶者のように、たんに事実上の利害関係を有するに過ぎないものはこれに該当しない。#したがって、(1)、(3)、(4)、(5)は正しく、(2)は誤りであり、これが本問の正解である。
SECT004,Q0040,第四章,融資取引における主債務者の預金との相殺について、誤っているものは次のうちどれですか。,相殺通知を省略する特約は、無効である。,相殺通知は、口頭によることもできるが、実務では配達証明書付内容証明郵便によって行うのが一般的である。,貸金の返済期限が到来していれば、預金の満期が到来した時点で自動的に相殺となる。,主債務者につき破産手続が開始し、破産管財人が選任された場合には、破産管財人に対して相殺通知をする。,相殺は、主債務者からも行うことができる。,3,貸金の返済期限が到来していれば、預金の満期が到来した時点で自動的に相殺となる。,相殺をするには相手方に対する相殺の意思表示が必要であり(民法506条1項)、対立する料債権の弁済期が到来して相殺適状に達しただけでは、当然には相殺の効力は生ぜず、また、特約によって相殺通知を省略しても、その特約は無効であり、相殺の効力は生じない。したがって、(1)は正しく、(3)は誤りであり、これが本問の正解である。#相殺通知は、それ自体としては、なんらの方式も必要としないが、後日の証明に備えるため、実務では高等または電話などによることなく、配達証明書付内容証明郵便によって行うのが一般的である。したがって、(2)は正しい。#相殺通知は、相殺の一方の当事者である情動債権の債務者(実務では預金者)に対して行うのが原則であるが、預金者について破産手続開始の決定があった場合には、破産財団に属する預金の管理・処分権は破産管財人に専属することになるので(破産法78条1項)、相殺通知は破産管財人に対して行わなければならない。したがって、(4)は正しい。#債務者からする相殺も可能なことは民法上当然であり、これを実務では逆相殺といっているが、銀行取引約定書(旧ひな型)7条の2においても、逆相殺に関する規定が明記されている。したがって、(5)は正しい。
SECT004,Q0050,第四章,時効の中断について、正しいものは次のうちどれですか。,時効中断のための催告をした後、６ヵ月以内に催告を繰り返しても、時効中断の効力は生じない。,物上保証人が提供する担保不動産について競売を申し立てた場合には、申立の時点で被担保債権の時効中断の効力が生じる。,他の債務者の申立による競売手続において、抵当権者が執行裁判所に債権届を行うと被担保債権の時効は中断する。,融資先から利息に支払を受けても、元本については時効中断の効力は生じない。,連帯保証人が債務を承認すれば、主たる債務について時効中断の効力が生じる。,1,時効中断のための催告をした後、６ヵ月以内に催告を繰り返しても、時効中断の効力は生じない。,裁判外における債務の履行請求を催告というが、催告は、これが相手方に到達してから6ヵ月以内に裁判上の請求のような強力な中断措置を取らないと中断の効力が生じないので(民法153条)、一度催告をし、6ヵ月以内に再び催告をするというように催告を繰り返してもその効力は認められない(大判大正8・6・30)。したがって、(1)は正しく、これが本問の正解である。#物上保証人に対する不動産競売における被担保債権の時効中断の効力は、競売開始決定正本が債務者に送達された時に生じるものと解されている(最判平成8・7・12)。したがって、(2)は誤りである。#他の債務者の申立にかかる不動産競売手続において、催告を受けた抵当権者がする債権の届出は、裁判上の請求、破産手続参加またはこれらに準じる時効中断事由に該当しないと解されている(最判平成元・10・13)。したがって、(3)は誤りである。#利息の支払を受けることは、元本の承認となるので(民法147条3号)、元本についても時効中断の効力が生じる。したがって、(4)は誤りである。#連帯保証人に対する時効の中断は、履行の請求の場合にかぎり、債務者に対しても中断の効力を生じるが(民法4458条・434条)、連帯保証人から債務の承認を受けても、債務者に対する時効は中断しない。したがって、(5)は誤りである。
SECT004,Q0060,第四章,手形の必要的記載事項に該当しないものは、次のうちどれですか。,手形金額,支払地,指図文句,受取人,振出人の署名,3,指図文句,手形に記載される事項には、さまざまなものがあるが、手形として必要な記載事項を必要的記載事項または手形要件といい、手形法で法定されている。この記載を欠くと、白地手形の場合は別として、手形の効力が認められない。また、手形の必要的記載事項ではないが、記載すれば手形上の効力が認められる事項を有益的記載事項といい、なんの効力も認められない事項を無益的記載事項という。さらに、記載すると手形が無効となる有害的記載事項もある。#手形金額は、一定していることが必要であり、(1)の手形金額は必要的記載事項である。#支払地は、市町村のような最小の独立行政区画である地域を記載することとされており、(2)の支払地は必要的記載事項である。#手形支払い文言のなかに「または指図人」と書かなくても、手形は当然指図証券としての効力があるため、指図文句は無益的記載事項である。したがって、(3)は必要的記載事項に該当せず、これが本問の正解である。#受取人は、手形の支払を受ける者又は支払を受ける者を指図するものが誰であるかの記載であり、(4)の受取人は必要的記載事項である。#振出人は、受取人と異なり、たんにその名称が表示されているだけでなく、署名までなされていなければならず、(5)の振出人の署名は必要的記載事項である。
SECT004,Q0070,第四章,振出日が平成19年6月1日、満期日が平成19年5月10日と記載されている確定日払いの約束手形の効力について、正しいものは次のうちどれですか。,振出日を満期日とする有効な手形である。,満期日を白地とする有効な手形である。,振出日を白地とする有効な手形である。,平成19年5月10日を満期日とする有効な手形である。,手形要件の記載が相互に矛盾する無効な手形である。,5,手形要件の記載が相互に矛盾する無効な手形である。,振出日(手形法1条7号・75条6号)は、実際その手形が振り出された日を記載しなくても良い。先日付でも後日付でも有効である。ただし、判例によれば、振出日については、満期とは異なり、「6月31日」と暦にない日を記載したり、また確定日払いの手形であっても振出日の記載がないと、手形自体が無効になると解されている。#また、満期の日として振出日より前の日が記載されている確定日払いの約束手形は、それぞれの記載が相互に矛盾するものとして無効であるとされている(最判平成9・2・27)。#したがって、(1)、(2)、(3)、(4)は誤りであり、(5)は正しく、これが本問の正解である。
SECT004,Q0080,第四章,白地手形について、誤っているものは次のうちどれですか。,白地手形は、白地を補充するまでは未完成な手形である。,白地手形の白地補充権は、手形とともに移転する。,手形の所持人は、白地補充をしないまま裏書譲渡することができる。,振出人との合意と異なる補充をすると、手形自体が無効となる。,白地手形の白地を間違えて補充した時は、それを訂正することができる。,4,振出人との合意と異なる補充をすると、手形自体が無効となる。,白地手形とは、必要的記載事項の掛けた手形であって、後日その手形の所持人となった者に欠けた部分を補充させる意思で要件を空白のまま署名・交付する手形である。#白地手形は、後日手形の必要的記載事項が補充されてはじめて完全な手形となるのであって、その補充があるまでは未完成な手形である。したがって、(1)は正しい。#白地手形を補充できるものは白地手形の所持人である。白地手形は必要的記載事項を補充しないでもそのまま譲渡することができるが、それは白地手形の補充権も手形とともに移転するからである。したがって、(2)は正しい。#白地手形は、白地を補充したうえで譲渡することもできるが、白地を補充しないで裏書譲渡することも可能である。したがって、(3)は正しい。#白地手形の所持人が振出人との合意と異なる補充をした場合、不当補充として所持人や振出人の責任が問題となることがあるが、手形自体は有効である。したがって、(4)は誤りであり、これが本問の正解である。#白地手形を間違えて補充した時は、誤記を抹消して正しい記載に訂正のうえ手形を完成させることができる。したがって、(5)は正しい。
SECT004,Q0090,第四章,裏書の連続について、誤っているものは次のうちどれですか。,裏書人が誤記をして外観上裏書の連続を欠いた場合、実質的に連続していても裏書の連続は認められない。,手形所持人から手形を盗取した者が裏書を偽造した場合、外観上連続していても裏書の連続は認められない。,制限行為能力者が裏書を行った場合であっても、外観上連続していれば、裏書の連続は認められる。,実在しない会社の裏書がある場合であっても、外観上連続していれば裏書の連続は認められる。,受取人の記載が変造であった場合でも、変造後の受取人と第1裏書人が手形面の記載上、同一人と認められれば裏書の連続は認められる。,2,手形所持人から手形を盗取した者が裏書を偽造した場合、外観上連続していても裏書の連続は認められない。,裏書の連続とは、手形面上の記載からみて、受取人が第1裏書人となり、その被裏書人が第2裏書人となるという具合に、裏書が受取人から最後の被裏書人に至るまで間断なく続いていることをいう。#裏書の連続は、外形的・形式的に判断される。外観上裏書の連続を欠いている場合、たとえ被裏書人と裏書人が実質的に同一であっても裏書は連続しないこととなる。したがって、(1)は正しい。#偽造の裏書、無権利者や無能力者による裏書、または実在しない会社や架空名義人の裏書等が介在することにより、実質的にみると連続が無効であるようなときでも、形式上・外観上裏書が連続していれば、裏書の連続はあると解される。手形を盗取した者が裏書を偽造した場合であっても形式的に判断される。したがって、(2)は誤りであり、これが本問の正解である。#制限行為能力者が行った法律行為は取り消されることがありうるが、制限行為能力者・意思無能力者による裏書であってもその連続は形式的に判断されるため、制限行為能力者が裏書を行った場合であっても、外観上連続していれば、裏書の連続は認められる。したがって、(3)は正しい。#実在しない会社の裏書がある場合、例えば裏書欄に日愛会社名が字裏書人＝A社、裏書人＝A社と記載されていたとしても、被裏書人と裏書人は外観上はA社として同一であるため、裏書の連続は認められる。したがって、(4)は正しい。#受取人の記載が変造されている場合、変造後の受取人と第1裏書人が手形面の記載上、同一人と認められれば、裏書の連続は認められる。したがって、(5)は正しい。
SECT004,Q0100,第四章,裏書の抹消について、正しいものは次のうちどれですか。,抹消された裏書は、裏書の連続を判断するうえでは記載されなかったものとみなされる。,裏書を抹消するには、抹消個所に線を引いて認印を押捺することを要する。,抹消権限のないものによって裏書が抹消された場合は、抹消の効力は生じない。,取立委任文句が抹消された場合は、裏書全部が抹消されたものとみなされる。,被裏書人名が抹消された場合は、裏書全部が抹消されたものとみなされる。,1,抹消された裏書は、裏書の連続を判断するうえでは記載されなかったものとみなされる。,裏書全体が抹消された場合、裏書の連続を判断するにあたっては、抹消された裏書は、はじめから記載がなかったものとみなされる(手形法16条1項・77条1項1号)。したがって、(1)は正しく、これが本問の正解である。#裏書の抹消の方法は、とくに法定されていない。抹消線は×印でも二重線でもよく、認印の押捺も要件ではない。したがって、(2)は誤りである。#手形の裏書が抹消された場合には、抹消権限を有するものがしたかどうかを問わず、手形法16条にもとづき裏書は記載されなかったものとみなすとされている(最判昭和36・11・10)。したがって、(3)は誤りである。#取引委任文句だけが抹消された場合には、その時から通常の譲渡裏書がなされたことになるのであって、裏書全部が抹消されたことにはならない。したがって、(4)は誤りである。#被裏書人名だけが抹消されているときは、裏書の連続を判断するにあたり、その抹消が権限のあるものによってされたか否かを問わず、白地式裏書となると解されている(最判昭和61・7・18)。したがって、(5)は誤りである。
