章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT002,Q0010,第二章,小切手の必要的記載事項に該当するものは、次のうちどれですか。,満期の記載,受取人の記載,指図禁止文句,拒絶証書作成免除文句,振出日の記載,5,振出日の記載,手形・小切手の記載事項は、①必ず記載しなければならない事項(必要的記載事項)、②記載しておくと効力が認められる時効(有益的記載事項)、③記載しても効力のない時効(無益的記載事項)および、④記載すると証券自体が無効となってしまう事項(有害的記載事項)の4種類に分類される。#小切手の必要的記載事項は、①小切手文句、②小切手金額、③支払委託文句、④支払人、⑤支払地、⑥振出日、⑦振出地、⑧振出人の署名である(小切手法1条)#したがって、(1)、(2)、(3)、(4)は必要的記載事項ではなく、(5)が必要的記載事項であり、これが本問の正解である。
SECT002,Q0020,第二章,約束手形の金額の訂正および変造について、正しいものは次のうちどれですか。,金額の訂正された手形は無効となる。,手形用法では、金額を誤記した場合は、訂正印を押捺して訂正することとされている。,受取人が金額を勝手に変更すると変造となる。,金額については、手形関係者全員の合意により訂正しても変造となる。,振出人が交付前に金額を訂正すると変造となる。,3,受取人が金額を勝手に変更すると変造となる。,手形の金額等記載を訂正するには、これをする権限が必要であり、無権限ですると変造になる。法律上は、権限のあるものによる訂正は有効であり、金額の訂正された手形が無効となることはない。したがって、(1)は誤りである。#約束手形用法には、「金額を誤記された時は、訂正しないで新しい用紙を使用してください。金額以外の記載事項を訂正するときは、訂正個所にお届け印をなつ印してください」(同用法5条)と規定されている。したがって、(2)は誤りである。#約束手形の受取人は、振出人とは異なり、金額を訂正する権限を有していない。権限を有していない者が金額等の記載事項を訂正すると変造になり、刑事責任(有価証券変造罪)を問われることになる。したがって、(3)は正しく、これが本問の正解である。#手形の金額等記載を有効に変更するためには、流通に置かれた約束手形については、、振出人だけでなく、記載事項の変更により影響を及ぼされる関係者全員の合意が必要となる。この関係者全員の合意があれば変造とはならない。したがって、(4)は誤りである。#振出人が手形を交付する前は、手形の利害関係人が現れていないため、他人の合意は必要なく、振出人の一存で金額の訂正は可能である。この訂正は変造とはならない。したがって、(5)は誤りである。
SECT002,Q0030,第二章,裏書の抹消と裏書の連続の関係について、正しいものは次のうちどれですか。,裏書が抹消されると、裏書が連続することはない。,権限のないものにより裏書が抹消された場合には、抹消されていないものとして裏書の連続を判断する。,抹消された裏書は、裏書の連続を判断するうえでは記載されなかったものとみなされる。,裏書抹消部分に抹消印の押捺がない場合には、抹消されていないものとして裏書の連続を判断する。,裏書の抹消は認められていないため、抹消された裏書は抹消されていないものとして裏書の連続を判断する。,3,抹消された裏書は、裏書の連続を判断するうえでは記載されなかったものとみなされる。,裏書が抹消されたときは、裏書の連続を判断するにあたっては、抹消された裏書は、当初から記載がなかったものとみなされる(手形法16条1項・77条1項1号)。記載がなかったものとみなされる結果、抹消された裏書の前の裏書の被裏書人が、抹消された裏書の後の裏書人となっていれば、裏書は連続する。したがって、(1)は誤りである。#手形の裏書が抹消された場合、これを抹消する権限を有する者がしたかどうかを問わず、裏書は記載されいないものとみなされる(最判昭和36・11・10)。したがって、(2)は誤りである。#抹消された裏書は、裏書の連続を判断するにあたり、記載されなかったものとみなされる(手形法16条1項・77条1項1号)。したがって、(3)は正しく、これが本問の正解である。#裏書抹消の方法は法定されていないため、どのような方法であっても良い。実務上は2本線で抹消して、抹消線の上に訂正印を押印する方法が一般的だが、そのような方法によらなくても法的には有効である。抹消印なしで裏書が抹消されたとしても、当該裏書は抹消されているものとして裏書の連続を判断する。したがって、(4)は誤りである。#上述のとおり、裏書の抹消は法的に認められており、抹消された裏書は、記載がなかったものとして裏書の連続を判断する。したがって、(5)は誤りである。
SECT002,Q0040,第二章,無担保裏書について、正しいものは次のうちどれですか。,無担保裏書をした裏書人は、手形の支払が拒絶されたときでも遡求義務を負わない。,無担保裏書により取得した手形を、さらに裏書きすることはできない。,無担保裏書がなされると、無担保裏書をした裏書人以外の裏書人も担保責任を負わない。,無担保裏書は、当該裏書人とその被裏書人との間に限って効力を生じる。,無担保裏書は、白地式裏書には認められていない。,1,無担保裏書をした裏書人は、手形の支払が拒絶されたときでも遡求義務を負わない。,無担保裏書とは、裏書人が支払・引受に担保責任を負わない旨を記載した裏書をいう。無担保裏書をすれば、当該裏書人は、支払拒絶による遡求義務を免れる(手形法15条1項・77条1項1号)。したがって、(1)は正しく、これが本問の正解である。#無担保裏書は、裏書人が以後の手形権利者に対して担保責任を負わなくなるだけであり、その後の裏書等に影響を与えることはない。無担保裏書により取得した手形を、さらに裏書することは可能である。したがって、(2)は誤りである。#無担保裏書において、担保責任を負わないのは、無担保文句を記載した(無担保裏書をした)裏書人だけに限られる。したがって、(3)は誤りである。#無担保裏書をした裏書人は、自分以降の手形権利者すべてに対して担保責任(遡求義務)を負わない。したがって、(4)は誤りである。#被裏書人名を記載せず(白地式裏書)、無担保文句を記載して裏書した場合、当該裏書は無担保裏書として有効である。したがって、(5)は誤りである。
SECT002,Q0050,第二章,記名式裏書の被裏書人名の抹消について、正しいものは次のうちどれですか。,抹消権限のない者が被裏書人名を抹消すると、裏書全部が抹消されたものとみなされる。,被裏書人名が抹消された手形は、裏書譲渡することができない。,被裏書人名を抹消すると、裏書の連続の関係においては白地式裏書となる。,記名式裏書の被裏書人を抹消することはできない。,訂正印が押捺されていない被裏書人名の抹消は、無効である。,3,被裏書人名を抹消すると、裏書の連続の関係においては白地式裏書となる。,裏書全体が抹消されると、当初から記載がなかったものとみなされるのに対して、被裏書人名だけが抹消された場合は、裏書の連続の関係では白地式裏書になると解されている(最判昭和61・7・18)。抹消権限がない者による抹消でも有効な白地式裏書となり(上記最高裁判所)、裏書全部が抹消されたものとみなされることはない。したがって、(1)は誤りである。#被裏書人名が抹消された手形は、白地式裏書がされたことになるので、その後は裏書譲渡することができる。したがって、(2)は誤りである。#被裏書人名のみが抹消された裏書は、裏書の連続の関係では白地式裏書となる。したがって、(3)は正しく、これが本問の正解である。#記名式裏書は、裏書全部を抹消することも、被裏書人名だけを抹消することもできる。したがって、(4)は誤りである。#裏書・被裏書人名の抹消方法については、とくに法定の方法があるわけではない。抹消は、一般的に抹消と認めうる方法によって行われていればよく、訂正印の押印がないからといって当該抹消が有効となることはない。したがって、(5)は誤りである。
SECT002,Q0060,第二章,支払期日が平成19年10月5日となっている約束手形の支払呈示期間の最終日は、次のうちどれですか。,2013/10/05,2013/10/06,2013/10/09,2013/10/10,2013/10/11,4,2013/10/10,手形の支払呈示期間は、支払呈示をなすべき期間であり、確定日払手形の場合は「支払をなすべき日およびこれに次ぐ2取引日」である(手形法38条1項・77条1項3号)。この呈示期間内に日曜その他の休日が含まれているときは、その休日の日数だけ支払呈示を伸ばすことができる(同法72条・77条1項9号)。支払をなすべき日は、通常、満期日、満期日が休日の時は翌日、それも休日の時は翌々日となる。#平成19年10月5日は、手形の支払期日(満期日)であり、休日ではないので支払をすべき日に該当する。支払呈示期間は、これに次ぐ2取引日であるから、10月6、7、8日がいずれも休日にあたるため、平成19年10月10日が支払呈示期間の最終日となる。したがって、(4)が本問の正解である。
SECT002,Q0070,第二章,支払呈示期間を経過した手形・小切手について、正しいものは次のうちどれですか。,呈示期間内に呈示されなかった手形・小切手は無効となる。,手形の支払場所の記載は、呈示期間経過後の有効である。,呈示期間を経過すると、手形上の権利を行使することはできない。,銀行は、支払委託の取消がなければ、呈示期間を経過した小切手であっても支払うことができる。,呈示期間経過後に支払場所に手形を提示した場合でも、支払呈示の効力が認められる。,4,銀行は、支払委託の取消がなければ、呈示期間を経過した小切手であっても支払うことができる。,手形・小切手の支払呈示期間に呈示されなかったとしても、手形・小切手が無効となることはない。ただし、支払呈示期間内の呈示がないと、支払が拒絶された場合に、裏書人等に対して支払を求める(遡求)ことができなくなる。したがって、(1)は誤りである。#支払場所の記載は、呈示期間経過後は無効となるため、所持人は、手形の主たる債務者の営業所・住所において手形の呈示をしなければならない。したがって、(2)は誤りである。#呈示期間を経過すると、遡求権の行使ができなくなるが、手形の主債務者に対しては、支払呈示期間でなくても、時効にかかるまでは支払を求めることができる。したがって、(3)は誤りである。#小切手について支払委託の取消があったときは、支払委任である銀行は、呈示期間を経過した小切手の支払を行ってはならないが、呈示期間経過後であっても、支払委託の取消がなければ、支払人は小切手の支払をすることができる(小切手法32条2項)。したがって、(4)は正しく、これが本問の正解である。#呈示期間経過後に支払場所に呈示しても、支払呈示の効力は認められない。なお、支払場所ではなく、債務者の営業所・住所に呈示することにより手形債権の行使は可能である。したがって、(5)は誤りである。
SECT002,Q0080,第二章,小切手の支払委託の取消について、誤っているものは次のうちどれですか。,小切手の振出人は、いつでも支払銀行に支払委託の取消をすることができる。,小切手を紛失した所持人は、直接支払銀行に支払委託の取消をすることができない。,支払委託の取消をした振出人は、小切手の呈示前にその取消を撤回することができる。,支払委託の取消があっても、銀行は、呈示期間内に支払呈示された小切手は支払わなければならない。,小切手法では、支払委託の取消は、呈示期間経過後においてのみ効力を生じると規定している。,4,支払委託の取消があっても、銀行は、呈示期間内に支払呈示された小切手は支払わなければならない。,小切手においては、支払人(銀行)は、小切手契約により振出人から小切手の支払を委託差rているので、呈示された小切手の支払をすると、その結果を振出人の計算に帰せしめることができる(当座勘定から引き落とすことができる)。支払委託は民法上の委任契約であり、委任は各当事者がいつでもその解除をすることができるため(民法651条1項)、小切手の振出人は、いつでも支払銀行に支払委託の取消をすることができる。したがって、(1)は正しい。#小切手契約において、支払委託契約を締結している当事者は、支払銀行と振出人である。小切手を紛失した所持人は、支払銀行との間で何ら契約関係がないため、直接支払銀行に支払委託の取消をすることはできない。したがって、(2)は正しい。#支払委託の取消は撤回が可能だが、当該小切手が支払呈示されると紛失等の理由により不渡返還されてしまうため、支払呈示後に撤回することは不可能である。したがって、(3)は正しい。#小切手法においては、支払委託の取消があっても、支払人は呈示期間内はそれを無視して支払をすることができ、また支払の結果を振出人に帰せしめることができるとされている(同法32条1項)。しかしながら、呈示期間内の支払は所持人に対する義務ではなく、実務上は、支払委託の取消があったときは、呈示期間内といえども支払に応じない。したがって、(4)は誤りであり、これが本問の正解である。#小切手法においては、支払委託の取消は、呈示期間経過後においてのみ、その効力を生じると規定されている(同法32条1項)。したがって、(5)は正しい。
SECT002,Q0090,第二章,線引小切手について、誤っているものは次のうちどれですか。,一般線引小切手の支払銀行は、他の銀行か自行の取引に対して支払うことができる。,特定線引小切手について、被指定銀行でない支払銀行は、被指定銀行に対して支払うことができる。,特定線引小切手の被指定銀行は、他の銀行に対してその小切手の取立を委任することができる。,一般線引は、特定線引に変更することができる。,特定線引の被指定銀行の名称を抹消すると、一般線引となる。,5,特定線引の被指定銀行の名称を抹消すると、一般線引となる。,線引小切手とは、振出人等が小切手面上に2条の平行線を引いた小切手で、横線小切手または銀行渡り小切手ともいう。一般線引の場合、支払銀行は、他の銀行または自行の取引先に対してのみ支払をすることができる(小切手法38条1項)。したがって、(1)は正しい。#特定線引小切手とは、線引小切手の一種で、小切手面上の2条の平行線内に特定の銀行を指定したものをいう。支払銀行は、特定線引小切手の被指定銀行に対してのみ支払をすることができる。ただし、被指定銀行が自行である場合は、事故の取引先に対してのみ支払をすることができる(小切手法38条2項)。したがって、(2)は正しい。#特定線引小切手の被指定銀行は、他の銀行に取立の委任をすることができ、この場合には、支払銀行は委任された銀行に支払うことができる(小切手法38条2項但書)。したがって、(3)は正しい。#一般線引小切手を特定線引小切手に変更することはできるが、この逆の特定線引小切手を一般線引小切手に変更することはできない(小切手法37条4項)。したがって、(4)は正しい。#特定線引小切手を一般線引小切手に変更することはできないため、特定線引の被指定銀行名を抹消しても、特定線引のままである。したがって、(5)は誤りであり、これが本問の正解である。
SECT002,Q0100,第二章,手形の物的抗弁は、次のうちどれですか。,手形債務の発生を一定の事実にかからせる特約があるという抗弁,手形授受の原因となった売買契約が解除されたという抗弁,手形債権が時効により消滅したという抗弁,利息制限法超過の利息支払のため振り出した手形であるという抗弁,手形振出しの対価としての金銭を受け取っていないという抗弁,3,手形債権が時効により消滅したという抗弁,手形には、債務者が支払を拒絶できる事由として、物的抗弁と人的抗弁がある。人的抗弁は、手形債務者が特定の手形所持人に対してだけ手形の支払を拒絶できる抗弁をいうのに対して、部tt機構弁は、手形の所持人が何人であるかをとわず、手形の債務者が絶対的に対抗できる(支払を拒絶できる)抗弁である。#物的抗弁には、①手形を偽造されたこと、②手形金額などが変造されたこと、③権限のない者が代理人として振り出したこと、④行為能力がないこと、⑤債務が時効で消滅したこと、⑥手形要件が欠けていること、⑦満期が到来していないこと、⑧呈示場所が違うことなどが該当する。#手形債務の発生を一定の事実にかからせる特約があるという抗弁は、原因関係に関する抗弁である。したがって、(1)は人的抗弁である。#手形授受の原因となった売買契約が解除されたという抗弁は、原因関係に関する抗弁である。したがって、(2)は人的抗弁である。#手形債権が時効により消滅したという抗弁は、手形所持人が誰であっても主張できる。したがって、(3)は物的抗弁であり、これが本問の正解である。#利息制限法超過の利息の支払のため振り出した手形であるという抗弁は、原因関係に関する抗弁である。したがって、(4)は人的抗弁である。#手形振出の対価としての金銭を受け取っていないという抗弁は、原因関係に関する抗弁である。したがって、(5)は人的抗弁である。
